'a',0.00192752814167
'aa',1.88170978852e-06
'aaa',1.78327576138e-06
'aaron',2.2691024435e-06
'ab',1.87693730978e-06
'abandoned',2.81014750258e-06
'abc',2.29061468556e-06
'aberdeen',1.656e-06
'abilities',2.61399534594e-06
'ability',7.36071086814e-06
'able',4.02720063403e-05
'aboriginal',1.7959084287e-06
'abortion',2.19276218193e-06
'about',0.000313361367346
'above',9.3947753257e-06
'abraham',2.15470235513e-06
'abroad',2.23456147271e-06
'abs',1.76014225832e-06
'absence',2.60360100694e-06
'absent',2.01804816949e-06
'absolute',3.80384526745e-06
'absolutely',1.03566590536e-05
'absorption',1.79419246166e-06
'abstract',2.45145773686e-06
'abstracts',1.656e-06
'abu',1.99336161177e-06
'abuse',3.01943694092e-06
'ac',2.18348032475e-06
'academic',5.6854984945e-06
'academics',1.73647443139e-06
'academy',2.80107446198e-06
'acc',1.67653082447e-06
'accent',2.11356531769e-06
'accept',6.43339257333e-06
'acceptable',2.425459884e-06
'acceptance',2.47614919287e-06
'accepted',4.3712580957e-06
'accepting',2.9267154878e-06
'accepts',1.83461764829e-06
'access',7.86545844293e-06
'accessed',1.95869637301e-06
'accessibility',1.88545683893e-06
'accessible',1.80631917091e-06
'accessing',1.78503604883e-06
'accessories',1.76662584689e-06
'accessory',1.70126832801e-06
'accident',3.87116014622e-06
'accidents',2.39406029779e-06
'accommodate',1.79549071826e-06
'accommodation',1.74793917812e-06
'accommodations',1.69900104278e-06
'accompanied',2.38293688509e-06
'accompanying',2.21255217469e-06
'accomplish',3.42423772882e-06
'accomplished',2.67386494278e-06
'accordance',1.80555094563e-06
'according',1.00373641472e-05
'accordingly',1.656e-06
'account',5.95794935195e-06
'accountability',1.91281979474e-06
'accounting',2.59370407698e-06
'accounts',3.03029382748e-06
'accreditation',1.66316684046e-06
'accredited',1.67982821183e-06
'accuracy',1.77340202119e-06
'accurate',2.4558615298e-06
'accurately',1.9200384559e-06
'accused',2.4980677118e-06
'acdbentity',1.656e-06
'ace',1.77010200343e-06
'acer',1.656e-06
'achieve',3.14132801919e-06
'achieved',3.09333921945e-06
'achievement',2.29627284182e-06
'achievements',2.08657937383e-06
'achieving',2.08838165994e-06
'acid',2.73457606755e-06
'acids',1.70270005721e-06
'acknowledge',2.85887238951e-06
'acknowledged',1.99673830255e-06
'acm',1.6667816421e-06
'acne',1.78711744845e-06
'acoustic',2.25514222658e-06
'acquire',1.9769982484e-06
'acquired',2.49202896564e-06
'acquisition',1.93333124833e-06
'acquisitions',1.66316684046e-06
'acre',1.81183677959e-06
'acres',1.95516979663e-06
'acrobat',1.71533628731e-06
'across',2.05308394112e-05
'acrylic',1.81755751789e-06
'act',1.07573666499e-05
'acting',4.60454719976e-06
'action',7.65255272194e-06
'actions',4.1186761503e-06
'activated',1.93978078335e-06
'activation',1.82349671357e-06
'active',4.85447124062e-06
'actively',2.50952476034e-06
'activists',1.76217842189e-06
'activities',5.01796100058e-06
'activity',3.587792781e-06
'actor',2.77655168715e-06
'actors',2.55423041901e-06
'actress',2.2717516094e-06
'acts',4.98735462006e-06
'actual',5.81459754867e-06
'actually',5.06226808342e-05
'acute',2.03624447997e-06
'ad',4.72012395708e-06
'ada',1.85179246038e-06
'adam',3.13300009298e-06
'adams',2.05779929525e-06
'adaptation',1.76167469914e-06
'adapted',1.753870671e-06
'adapter',1.82420671325e-06
'adapters',1.656e-06
'adaptive',1.72963555317e-06
'adaptor',1.76976564278e-06
'add',1.86417708458e-05
'added',9.7620056254e-06
'addiction',2.05132935349e-06
'adding',4.29425418403e-06
'addition',3.94584236727e-06
'additional',3.87765020515e-06
'additionally',1.72514550362e-06
'additions',2.01635257929e-06
'address',5.8626833936e-06
'addressed',2.19048683286e-06
'addresses',2.42540816728e-06
'addressing',2.22661328106e-06
'adds',2.7397495243e-06
'adelaide',1.656e-06
'adequate',2.15735627699e-06
'adidas',1.77504824697e-06
'adipex',1.656e-06
'adjacent',2.11979041743e-06
'adjust',2.55724967602e-06
'adjustable',1.656e-06
'adjusted',1.92817516917e-06
'adjustment',1.84835228168e-06
'adjustments',1.73529677863e-06
'admin',1.97505817859e-06
'administered',1.73495327876e-06
'administration',8.99673294701e-06
'administrative',1.97773487914e-06
'administrator',1.83590989814e-06
'administrators',1.93427703015e-06
'admission',2.19662928264e-06
'admissions',2.29589961145e-06
'admit',6.11176102288e-06
'admitted',2.79276019479e-06
'adobe',2.12395874418e-06
'adolescent',1.88762043333e-06
'adopt',2.12172731614e-06
'adopted',2.77756774326e-06
'adoption',1.75724682257e-06
'adrian',1.69591689264e-06
'ads',3.31372278863e-06
'adsl',1.656e-06
'adult',4.0497203714e-06
'adults',3.75473611473e-06
'advance',2.48069949689e-06
'advanced',3.44550582801e-06
'advancement',1.92593516245e-06
'advances',1.85937324659e-06
'advantage',4.72744727593e-06
'advantages',2.13232749397e-06
'adventure',3.27027215501e-06
'adventures',2.34446505108e-06
'adverse',1.76426106655e-06
'advert',2.03902663773e-06
'advertise',1.86841324493e-06
'advertisement',1.88553279589e-06
'advertisements',1.85753623367e-06
'advertiser',1.66316684046e-06
'advertisers',1.79406717087e-06
'advertising',2.49647035999e-06
'advice',4.92126665179e-06
'advise',1.9026127388e-06
'advised',1.93905300959e-06
'advisor',2.33865755421e-06
'advisors',1.768763716e-06
'advisory',1.82750273452e-06
'advocacy',1.74230647474e-06
'advocate',2.030859753e-06
'adware',1.656e-06
'ae',1.69632370519e-06
'aerial',1.72272071774e-06
'aerospace',1.76980361961e-06
'af',1.656e-06
'affair',2.16654769554e-06
'affairs',2.38459787965e-06
'affect',3.41915527057e-06
'affected',3.03741232029e-06
'affecting',1.96768436915e-06
'affects',2.38323247924e-06
'affiliate',1.89563836401e-06
'affiliated',1.89744160342e-06
'affiliates',1.68786895486e-06
'affiliation',2.37600016071e-06
'afford',4.59174116977e-06
'affordable',1.87451958626e-06
'afghanistan',2.29965502617e-06
'afraid',9.88268185266e-06
'africa',2.14077926233e-06
'african',2.35262349687e-06
'after',0.000112343741829
'afternoon',9.65992117092e-06
'afterwards',3.22892010309e-06
'ag',1.656e-06
'again',3.28287044042e-05
'against',2.28653945455e-05
'age',8.64396617451e-06
'aged',2.18840291563e-06
'agencies',2.3878365941e-06
'agency',3.13966761928e-06
'agenda',2.26036395566e-06
'agent',2.80592760367e-06
'agents',3.10628734282e-06
'ages',2.88855236589e-06
'aggregate',1.6845982439e-06
'aggressive',2.4520328418e-06
'aging',2.18643369373e-06
'ago',1.43751491198e-05
'agree',8.03315333292e-06
'agreed',3.25552620503e-06
'agreement',2.35219387021e-06
'agreements',1.70900638758e-06
'agrees',1.84389577986e-06
'agricultural',1.78106228328e-06
'agriculture',1.75850493323e-06
'ah',4.93453476124e-06
'ahead',7.69835919281e-06
'ai',2.26190528236e-06
'aid',2.98009587398e-06
'aids',2.2716351284e-06
'aim',4.11685637354e-06
'aimed',2.4268168877e-06
'aims',2.0098845466e-06
'air',1.21410240905e-05
'aircraft',2.03103838264e-06
'airfare',1.656e-06
'airline',1.88606904168e-06
'airlines',1.94402140807e-06
'airplane',2.20856751209e-06
'airport',4.66214305002e-06
'airports',1.90360703415e-06
'aj',1.99639392446e-06
'ak',1.656e-06
'aka',3.31786858906e-06
'al',5.15981683774e-06
'ala',1.96395496762e-06
'alabama',2.48194801162e-06
'alan',2.00087650439e-06
'alarm',4.97495545156e-06
'alaska',2.20578571543e-06
'albania',1.67325997843e-06
'albany',1.90710498337e-06
'albert',1.86919486993e-06
'alberta',1.80498389377e-06
'album',1.19785658825e-05
'albums',2.63713105356e-06
'albuquerque',1.82158886126e-06
'alcohol',3.08949473129e-06
'alert',2.88122579034e-06
'alerts',1.77397367374e-06
'alex',2.18310437252e-06
'alexander',2.09356809038e-06
'alexandria',1.74178264313e-06
'alfred',1.70954088014e-06
'algebra',1.93564571308e-06
'algeria',1.656e-06
'algorithm',1.93108963987e-06
'algorithms',1.68042681889e-06
'ali',1.86382863344e-06
'alias',1.96157195974e-06
'alice',2.13281080313e-06
'alien',3.11040962229e-06
'align',1.71320324044e-06
'alignment',1.72194104466e-06
'alike',1.71842036464e-06
'alive',3.61116972622e-06
'all',0.000359827346796
'allah',1.71208324105e-06
'allan',1.79127486948e-06
'alleged',3.83962562527e-06
'allen',2.15554625609e-06
'allergy',1.80276686589e-06
'alliance',2.26771348851e-06
'allied',1.80773393194e-06
'allocated',1.68488432774e-06
'allocation',1.83555229266e-06
'allow',7.07557412592e-06
'allowance',1.97656186697e-06
'allowed',6.21092858414e-06
'allowing',3.34000245721e-06
'allows',4.64670904077e-06
'alloy',1.70609518084e-06
'almost',2.9829956809e-05
'alone',1.09462534141e-05
'along',1.81665570079e-05
'alot',9.64754414659e-06
'alpha',2.03383194764e-06
'alphabetical',1.72814098087e-06
'alpine',1.656e-06
'already',2.7888876253e-05
'also',8.44862445813e-05
'alt',1.656e-06
'alter',1.84439970971e-06
'altered',2.15749977742e-06
'alternate',2.47712029365e-06
'alternative',3.96736046976e-06
'alternatively',1.93611279953e-06
'alternatives',1.84560841704e-06
'although',1.97225732792e-05
'alto',1.86487849339e-06
'aluminium',1.7479730519e-06
'aluminum',2.00675522406e-06
'alumni',1.88012620286e-06
'always',6.05760379769e-05
'am',0.000199787566714
'amanda',3.618470629e-06
'amateur',2.12949778984e-06
'amazing',1.12206220788e-05
'amazon',2.0982482581e-06
'ambassador',1.7175890105e-06
'amber',2.47617396901e-06
'ambien',1.656e-06
'ambient',1.72193293885e-06
'amd',2.15593058329e-06
'amend',1.81414873778e-06
'amended',1.7191508931e-06
'amendment',2.61330793737e-06
'amendments',1.67900459847e-06
'amenities',1.67774633982e-06
'america',1.10251216338e-05
'american',2.30018483189e-05
'americans',7.81325497795e-06
'americas',2.22574335758e-06
'amino',1.70606873363e-06
'among',9.53685788738e-06
'amongst',2.58124495388e-06
'amount',8.04884858206e-06
'amounts',2.93831956212e-06
'amp',1.74795819499e-06
'ampland',1.656e-06
'amplifier',1.656e-06
'amsterdam',1.73501169681e-06
'amy',3.86513014583e-06
'an',0.000217525364504
'ana',2.37429437154e-06
'anaheim',1.70986226073e-06
'anal',1.97460276723e-06
'analog',1.95445822136e-06
'analysis',4.12630991316e-06
'analyst',1.94980178004e-06
'analysts',1.73984137926e-06
'analytical',1.76698828292e-06
'analyze',2.32580025474e-06
'analyzed',1.68421389479e-06
'analyzes',1.67750052139e-06
'anatomy',1.75803309935e-06
'anchor',2.16874411967e-06
'ancient',3.63532743681e-06
'and',0.00228985993408
