'a',0.02048562569
'aa',4.40769786287e-06
'aaa',2.77242051879e-06
'aaron',1.62506918316e-05
'ab',3.00086731439e-06
'abandoned',1.10355729704e-05
'abc',5.48325035062e-06
'aberdeen',8.26135775037e-07
'abilities',5.96445097484e-06
'ability',5.45095633767e-05
'able',0.000344057561619
'aboriginal',1.30122836873e-06
'abortion',1.4652183275e-05
'about',0.00326875716121
'above',8.78696281736e-05
'abraham',3.37521907203e-06
'abroad',5.23595548988e-06
'abs',2.18565541227e-06
'absence',1.07054560281e-05
'absent',5.62665164601e-06
'absolute',2.24749722227e-05
'absolutely',9.05803809618e-05
'absorption',3.53512836906e-07
'abstract',6.21246681666e-06
'abstracts',2.76672618512e-07
'abu',9.45503299586e-06
'abuse',1.82545030001e-05
'ac',8.43050240975e-06
'academic',1.40293552286e-05
'academics',2.13356292119e-06
'academy',9.72659680877e-06
'acc',2.5798990539e-06
'accent',9.73748835311e-06
'accept',5.31307416293e-05
'acceptable',1.09039876167e-05
'acceptance',1.08802667688e-05
'accepted',2.73077669521e-05
'accepting',9.07287533499e-06
'accepts',3.47801867965e-06
'access',4.45924563251e-05
'accessed',1.52577774313e-06
'accessibility',8.29886903811e-07
'accessible',4.18876030072e-06
'accessing',1.65302363279e-06
'accessories',1.98199658299e-06
'accessory',8.09416552332e-07
'accident',2.07162435254e-05
'accidents',4.60614235592e-06
'accommodate',2.63816919387e-06
'accommodation',1.21906323219e-06
'accommodations',4.62119350668e-07
'accompanied',9.99800605365e-06
'accompanying',4.06748324872e-06
'accomplish',1.1961813116e-05
'accomplished',1.1515949872e-05
'accordance',2.51782068042e-06
'according',7.85840743858e-05
'accordingly',8.28903150431e-07
'account',4.74023502215e-05
'accountability',2.20499917885e-06
'accounting',5.43619644389e-06
'accounts',1.12216604356e-05
'accreditation',2.62737141958e-07
'accredited',4.44568582306e-07
'accuracy',2.6259014239e-06
'accurate',8.94486443979e-06
'accurately',4.21275741049e-06
'accused',1.22672282742e-05
'acdbentity',1.75940880081e-08
'ace',6.10452162299e-06
'acer',1.16589276048e-07
'achieve',1.82403580269e-05
'achieved',7.94065420418e-06
'achievement',4.76457732479e-06
'achievements',1.94146345957e-06
'achieving',3.8682028195e-06
'acid',6.80439105152e-06
'acids',7.54462751998e-07
'acknowledge',1.05846927039e-05
'acknowledged',3.21948958722e-06
'acm',3.66892002629e-07
'acne',8.43591991583e-07
'acoustic',6.29384278785e-06
'acquire',4.07010571364e-06
'acquired',6.9528424733e-06
'acquisition',1.2447075588e-06
'acquisitions',2.71979520831e-07
'acre',1.28503159459e-06
'acres',3.97541296513e-06
'acrobat',6.23054332796e-07
'across',0.000148627574027
'acrylic',8.82667219826e-07
'act',9.30170138405e-05
'acting',4.2707737463e-05
'action',5.68077964381e-05
'actions',2.7132319091e-05
'activated',1.48426464933e-06
'activation',9.88184312197e-07
'active',2.29721927397e-05
'actively',7.33875266378e-06
'activists',4.19904586064e-06
'activities',2.00629631621e-05
'activity',1.99102841147e-05
'actor',1.41384375486e-05
'actors',1.20867898056e-05
'actress',7.98888548997e-06
'acts',2.39694062822e-05
'actual',5.84589837969e-05
'actually',0.000568848763493
'acute',2.02615412725e-06
'ad',3.06494874545e-05
'ada',7.21081701562e-06
'adam',3.10514499667e-05
'adams',7.0851401797e-06
'adaptation',2.46340067547e-06
'adapted',3.1097497745e-06
'adapter',1.91741917133e-06
'adapters',2.84347337484e-07
'adaptive',5.11147256413e-07
'adaptor',3.41574883887e-07
'add',0.000106399765822
'added',6.25840795612e-05
'addiction',7.68350265589e-06
'adding',2.36292676876e-05
'addition',2.34511936515e-05
'additional',1.68247600294e-05
'additionally',6.06055049104e-07
'additions',2.4098722867e-06
'address',4.54595820117e-05
'addressed',5.55320228593e-06
'addresses',6.62506930839e-06
'addressing',4.5319896251e-06
'adds',1.0480426317e-05
'adelaide',1.38969080229e-06
'adequate',4.33724858354e-06
'adidas',2.28395536842e-06
'adipex',3.64696012049e-08
'adjacent',2.96636841285e-06
'adjust',6.55027146895e-06
'adjustable',3.82920180907e-07
'adjusted',3.81998633653e-06
'adjustment',1.49800500099e-06
'adjustments',1.62858094626e-06
'admin',6.07666618016e-06
'administered',1.10151007955e-06
'administration',3.57923719197e-05
'administrative',4.22938165556e-06
'administrator',2.77154808167e-06
'administrators',2.10484375048e-06
'admission',4.29254618031e-06
'admissions',2.2135273923e-06
'admit',6.1403304929e-05
'admitted',1.26147160968e-05
'adobe',2.93722815877e-06
'adolescent',2.51132924304e-06
'adopt',7.06216821857e-06
'adopted',1.02770121747e-05
'adoption',2.71886897569e-06
'adrian',3.44653132261e-06
'ads',1.79039517604e-05
'adsl',4.60887911163e-07
'adult',2.30990024256e-05
'adults',1.63558979964e-05
'advance',1.28352483777e-05
'advanced',1.63071814851e-05
'advancement',1.91246614723e-06
'advances',3.06652876486e-06
'advantage',2.53962529467e-05
'advantages',3.60222255167e-06
'adventure',1.65792698951e-05
'adventures',1.23208023822e-05
'adverse',1.31398857999e-06
'advert',2.36524766207e-06
'advertise',3.02556498631e-06
'advertisement',3.68945484118e-06
'advertisements',2.28835352827e-06
'advertiser',6.63726111885e-07
'advertisers',1.23230292618e-06
'advertising',1.72782512024e-05
'advice',3.34701219547e-05
'advise',4.91062659124e-06
'advised',4.59645224008e-06
'advisor',4.44235698612e-06
'advisors',1.76325940931e-06
'advisory',2.67668178211e-06
'advocacy',1.53692751997e-06
'advocate',4.76226446357e-06
'adware',7.48025683598e-07
'ae',1.18472881839e-06
'aerial',1.00498055451e-06
'aerospace',5.75535246399e-07
'af',2.21383368191e-06
'affair',8.05956717848e-06
'affairs',7.79126865487e-06
'affect',2.03132362897e-05
'affected',1.39242369051e-05
'affecting',5.13185716045e-06
'affects',7.83051583263e-06
'affiliate',2.69358612812e-06
'affiliated',1.67971876466e-06
'affiliates',1.05467809766e-06
'affiliation',1.37507113305e-06
'afford',3.28971396757e-05
'affordable',3.38732081718e-06
'afghanistan',7.28166826906e-06
'afraid',8.38137492877e-05
'africa',1.04999682027e-05
'african',1.49523971538e-05
'after',0.00133125639578
'afternoon',7.14435954581e-05
'afterwards',1.89355741167e-05
'ag',1.33563593984e-06
'again',0.000381785197148
'against',0.00023171442408
'age',8.67677838816e-05
'aged',6.54354567931e-06
'agencies',4.87247167579e-06
'agency',1.00069462259e-05
'agenda',8.41701588629e-06
'agent',1.30623316728e-05
'agents',7.01038586106e-06
'ages',1.96123212096e-05
'aggregate',4.46934022183e-07
'aggressive',6.63616131369e-06
'aging',4.14542890715e-06
'ago',0.000117408349811
'agree',6.32564712797e-05
'agreed',2.97196964494e-05
'agreement',9.79488820928e-06
'agreements',1.1032102847e-06
'agrees',4.73810241716e-06
'agricultural',1.77784700173e-06
'agriculture',1.84626702837e-06
'ah',4.75274162169e-05
'ahead',5.71009676716e-05
'ai',6.16489298138e-06
'aid',1.66473300686e-05
'aids',1.08958392561e-05
'aim',1.84500454525e-05
